artists,title,date,accousticness,danceability,duration_ms,energy,instrumentalness,liveness,speechiness
Austin Roberts,Rocky,1975-10-11,0.277,0.595,222013,0.545,0.0,0.0725,0.0405
Ava Max,Sweet but Psycho,2019-06-15,0.0684,0.72,187436,0.706,0.0,0.166,0.0473
Average White Band,Cut the Cake - Single Edit,1975-06-28,0.284,0.807,247973,0.632,0.668,0.0364,0.0524
Average White Band,Pick Up the Pieces,1975-03-08,0.0548,0.768,239908,0.853,0.13,0.0188,0.0427
Avicii,Wake Me Up,2014-01-25,0.0038,0.532,247427,0.783,0.0012,0.161,0.0523
Avril Lavigne,Complicated,2002-10-26,0.0572,0.585,244507,0.776,7.74e-06,0.3,0.0459
Avril Lavigne,Girlfriend,2007-07-14,0.000722,0.56,216600,0.959,0.000221,0.209,0.102
Avril Lavigne,My Happy Ending,2004-10-23,0.00136,0.414,242413,0.936,0.0,0.369,0.0758
Avril Lavigne,Sk8er Boi,2002-11-02,6.79e-05,0.487,204000,0.9,0.0,0.358,0.0482
"Avril Lavigne, YUNGBLUD",I’m a Mess (with YUNGBLUD),2003-03-29,0.007,0.467,187794,0.667,0.0,0.155,0.0315
"Az Yet, Peter Cetera",Hard To Say I'm Sorry (feat. Peter Cetera),1997-06-07,0.604,0.537,195693,0.413,0.0,0.16,0.0366
B the Star,3 A.M. Eternal - Originally Performed By The KLF,1991-09-14,0.000826,0.732,200073,0.577,0.925,0.363,0.0506
B the Star,"Don't Bet Money, Honey - Originally Performed By Linda Scott",1961-09-04,0.288,0.74,153156,0.183,0.834,0.0959,0.0392
B the Star,My Humps - Originally Performed By Black Eyed Peas,2006-01-14,0.001,0.855,309866,0.487,0.825,0.176,0.0998
B.J. Thomas,Hooked on a Feeling - Rerecorded,1969-02-01,0.401,0.347,166520,0.476,0.0,0.124,0.0312
B.J. Thomas,I Just Can't Help Believing,1970-08-22,0.483,0.554,177627,0.464,0.0,0.174,0.0266
B.J. Thomas,Raindrops Keep Fallin' on My Head - Rerecorded,1970-03-07,0.802,0.578,178147,0.434,0.00102,0.277,0.0471
B.T. Express,Do It ('Til You're Satisfied),1974-12-21,0.115,0.703,353987,0.761,4.99e-06,0.103,0.0552
B.T. Express,Express,1975-04-12,0.000113,0.664,308013,0.676,0.0989,0.0731,0.0347
B.W. Stevenson,My Maria,1973-09-29,0.0828,0.74,152000,0.622,0.00673,0.0577,0.0361
"B.o.B, Bruno Mars",Nothin' on You (feat. Bruno Mars),2010-06-19,0.386,0.688,268320,0.853,0.0,0.0862,0.0493
"B.o.B, Hayley Williams",Airplanes (feat. Hayley Williams of Paramore),2010-08-28,0.11,0.66,180480,0.867,0.0,0.0368,0.116
"B.o.B, Lil Wayne",Strange Clouds (feat. Lil Wayne),2011-10-15,0.0607,0.531,226293,0.665,0.0,0.131,0.286
"B.o.B, Rivers Cuomo",Magic (feat. Rivers Cuomo),2010-09-04,0.0127,0.549,196133,0.932,0.0,0.347,0.343
BOYS LIKE GIRLS,Hey You,1963-09-07,0.0787,0.429,358667,0.688,1.78e-05,0.117,0.0403
BTS,Butter,2021-09-11,0.00323,0.759,164952,0.459,0.0,0.0788,0.0948
BTS,Dynamite,2021-01-09,0.0112,0.746,199054,0.765,0.0,0.0936,0.0993
BTS,FAKE LOVE,2018-06-02,0.00267,0.557,242334,0.719,0.0,0.306,0.0371
BTS,Life Goes On,2020-12-05,0.00691,0.566,207481,0.716,0.0,0.37,0.0424
BTS,Permission to Dance,2021-08-07,0.00544,0.702,187585,0.741,0.0,0.337,0.0427
"BTS, Halsey",Boy With Luv (feat. Halsey),2019-04-27,0.0933,0.645,229773,0.862,0.0,0.193,0.0845
BUMP OF CHICKEN,GO - BUMP OF CHICKEN TOUR 2022 Silver Jubilee at Zepp Haneda(TOKYO),2003-03-08,0.0125,0.527,376627,0.927,0.0,0.967,0.0457
"BZB, Albert West",Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960-09-05,0.104,0.763,183387,0.711,0.0,0.0975,0.0309
Baauer,Harlem Shake,2013-04-20,0.0111,0.452,196664,0.794,0.00182,0.416,0.0483
Babes In Toyland ,Oh Yeah!,1973-02-17,0.000836,0.247,196880,0.819,0.226,0.697,0.0825
"Baby Bash, Frankie J",Suga Suga,2004-01-31,0.688,0.662,239027,0.748,8.43e-06,0.0841,0.268
"Baby Bash, T-Pain",Cyclone (feat. T-Pain) - Main,2007-12-08,0.0112,0.644,222053,0.725,0.0,0.146,0.0701
Baby Lullaby,Hush Little Baby Don't You Cry,1969-03-08,0.973,0.558,109192,0.0649,0.942,0.0699,0.0427
Babyface,It's No Crime,1989-10-28,0.0608,0.802,241493,0.802,0.000252,0.0727,0.0513
Babyface,When Can I See You,1994-10-29,0.257,0.754,229600,0.472,2.09e-05,0.121,0.0807
Babyface,Whip Appeal,1990-05-05,0.593,0.745,331200,0.453,0.0,0.173,0.0288
"Babyface, Kenny G",Every Time I Close My Eyes (with Kenny G),1997-04-19,0.0624,0.654,296267,0.417,0.0,0.0963,0.025
"Babyface, LL COOL J, Howard Hewett, Jody Watley, Jeffrey Daniels","This Is for the Lover In You (feat. LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels)",1996-11-23,0.0295,0.887,239733,0.416,1.06e-05,0.066,0.0518
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,1974-12-07,0.000146,0.475,234867,0.439,0.000277,0.223,0.0427
Backstreet Boys,All I Have to Give,1999-04-03,0.0644,0.731,276573,0.574,0.0,0.0675,0.029
Backstreet Boys,Everybody (Backstreet's Back) - Extended Version,1998-07-18,0.00609,0.792,287293,0.81,0.000153,0.224,0.0368
Backstreet Boys,I Want It That Way,1999-08-28,0.257,0.689,213307,0.694,0.0,0.148,0.027
Backstreet Boys,Quit Playing Games (With My Heart),1997-11-08,0.0615,0.8,233533,0.875,2.79e-06,0.13,0.0338
Backstreet Boys,Shape of My Heart,2000-12-09,0.252,0.575,230093,0.786,0.0,0.159,0.0296
Backstreet Boys,Show Me the Meaning of Being Lonely,2000-04-15,0.231,0.63,234960,0.625,0.0,0.0765,0.0252
Bad Bunny,Yonaguni,2021-06-19,0.276,0.644,206710,0.648,0.0,0.135,0.118
"Bad Bunny, Drake",MIA,2018-10-27,0.0142,0.816,210368,0.538,0.000496,0.099,0.0617
"Bad Bunny, Jhayco",DÁKITI,2020-12-12,0.401,0.731,205090,0.573,5.22e-05,0.113,0.0544
Bad Company,Can't Get Enough - 2015 Remaster,1974-11-02,0.314,0.638,256360,0.686,0.23,0.0678,0.0366
Bad Company,Feel like Makin' Love - 2015 Remaster,1975-09-27,0.326,0.543,313840,0.529,0.00269,0.709,0.0301
Bad English,Price of Love,1990-03-17,0.0201,0.348,286040,0.444,1.23e-05,0.0639,0.0288
Bad English,When I See You Smile,1989-12-02,0.42,0.495,257440,0.609,0.0,0.187,0.0339
"Bad Meets Evil, Bruno Mars",Lighters,2011-10-08,0.352,0.676,303813,0.695,0.0,0.119,0.245
Badfinger,Come And Get It - Remastered 2010,1970-05-02,0.0285,0.616,143213,0.629,1.32e-06,0.208,0.0263
Badfinger,Day After Day - Remastered 2010,1972-02-12,0.109,0.399,191053,0.686,0.000874,0.112,0.0311
Badfinger,No Matter What - Remastered 2010,1970-12-26,0.177,0.529,180547,0.743,0.0,0.0759,0.0481
Bahamas,Whole Wide World,1990-04-28,0.598,0.729,155240,0.447,0.000279,0.116,0.0387
Bananarama,Cruel Summer,1984-09-29,0.27,0.666,215326,0.871,0.0208,0.263,0.0272
Bananarama,I Heard a Rumour,1987-10-17,0.0977,0.666,204336,0.962,5.4e-05,0.196,0.038
Bananarama,Venus,1986-09-20,0.0883,0.722,229165,0.961,0.61,0.278,0.0514
Barbara George,I know (You Don't Love Me No More),1962-02-17,0.259,0.848,144933,0.409,0.0115,0.0665,0.0512
Barbara Lewis,Hello Stranger,1963-07-13,0.743,0.458,166960,0.164,0.0,0.125,0.0304
Barbara Lynn,You'll Lose A Good Thing,1962-08-11,0.606,0.591,159867,0.324,0.000144,0.172,0.0302
Barbra Streisand,"Evergreen (Love Theme from ""A Star Is Born"")",1977-04-23,0.932,0.335,184800,0.303,0.0271,0.0907,0.0315
Barbra Streisand,My Heart Belongs to Me,1977-08-13,0.743,0.274,201160,0.209,6.84e-06,0.183,0.0328
Barbra Streisand,People,1964-07-11,0.918,0.217,300733,0.1,7.48e-05,0.123,0.0366
Barbra Streisand,Stoney End,1971-01-30,0.0249,0.504,177373,0.656,2.07e-05,0.154,0.0466
Barbra Streisand,The Main Event/Fight,1979-09-08,0.0502,0.647,293933,0.875,0.0,0.172,0.0431
Barbra Streisand,The Way We Were,1974-03-16,0.885,0.264,211093,0.32,0.00141,0.134,0.0325
Barbra Streisand,Woman in Love,1980-12-13,0.248,0.469,231840,0.278,0.000126,0.133,0.028
"Barbra Streisand, Barry Gibb",Guilty (feat. Barry Gibb),1981-01-24,0.231,0.626,264333,0.425,0.0,0.114,0.0356
"Barbra Streisand, Barry Gibb",What Kind of Fool (feat. Barry Gibb),1981-04-04,0.39,0.511,245640,0.245,0.0,0.401,0.0396
"Barbra Streisand, Bryan Adams",I Finally Found Someone (feat. Bryan Adams),1997-01-04,0.677,0.568,221973,0.224,0.0,0.127,0.0296
"Barbra Streisand, Donna Summer",No More Tears (Enough Is Enough) (feat. Donna Summer),1979-12-29,0.51,0.634,282493,0.644,7.09e-05,0.32,0.0838
"Barbra Streisand, Neil Diamond",You Don't Bring Me Flowers (with Neil Diamond),1979-01-20,0.889,0.192,204200,0.212,6.48e-05,0.162,0.0356
Barenaked Ladies,One Week,1998-11-28,0.00854,0.702,169760,0.898,0.000154,0.0917,0.0373
Barry DeVorzon,Nadia's Theme (Theme from the Young and Restless),1976-12-18,0.768,0.221,182267,0.13,0.87,0.112,0.0327
Barry Manilow,Can't Smile Without You,1978-05-13,0.494,0.419,193440,0.516,4.41e-06,0.148,0.0335
Barry Manilow,Copacabana (At the Copa),1978-08-19,0.333,0.606,236760,0.899,0.000102,0.0754,0.0758
Barry Manilow,Could It Be Magic,1975-09-27,0.85,0.315,409053,0.506,0.0405,0.131,0.0347
Barry Manilow,I Made It Through the Rain,1981-01-31,0.678,0.326,264960,0.312,1.16e-06,0.11,0.0284
Barry Manilow,I Write the Songs,1976-02-21,0.824,0.267,235800,0.417,0.000961,0.087,0.0283
Barry Manilow,Looks Like We Made It,1977-07-30,0.574,0.297,213973,0.481,0.00352,0.094,0.0278
Barry Manilow,Mandy,1975-02-01,0.418,0.308,213333,0.464,2.49e-06,0.143,0.0279
Barry Manilow,Ships,1979-12-08,0.719,0.288,248733,0.356,0.0,0.128,0.031
Barry Manilow,Somewhere In the Night,1979-02-24,0.31,0.319,207467,0.407,0.0011,0.346,0.0261
Barry Manilow,Tryin' to Get the Feeling Again,1976-05-29,0.612,0.274,231600,0.553,0.000171,0.182,0.0505
Barry Manilow,Weekend in New England,1977-03-05,0.568,0.245,226920,0.397,1.83e-05,0.171,0.0272
Barry McGuire,Eve Of Destruction,1965-10-16,0.387,0.613,215827,0.307,4.52e-06,0.087,0.0414
Barry White,"Can't Get Enough Of Your Love, Babe",1974-09-21,0.114,0.729,274000,0.78,0.106,0.0759,0.0631
Barry White,I'm Gonna Love You Just A Little More Baby,1973-07-07,0.0111,0.606,431507,0.486,0.00145,0.0757,0.041
Barry White,It's Ecstasy When You Lay Down Next To Me,1977-11-26,0.0155,0.882,417600,0.399,0.238,0.0427,0.0386
Barry White,What Am I Gonna Do With You,1975-04-26,0.0246,0.625,219440,0.869,0.0626,0.093,0.0293
Bastille,Pompeii,2014-05-17,0.0755,0.679,214148,0.715,0.0,0.271,0.0407
Bay City Rollers,Money Honey,1976-04-03,0.024,0.637,195800,0.783,0.000367,0.19,0.0396
Bay City Rollers,Saturday Night,1976-01-10,0.199,0.514,174400,0.681,0.0356,0.0745,0.065
Bay City Rollers,You Made Me Believe In Magic,1977-08-20,0.237,0.608,161760,0.876,0.0,0.207,0.0694
"Bebe Rexha, Florida Georgia Line",Meant to Be (feat. Florida Georgia Line),2018-07-07,0.047,0.643,163870,0.783,0.0,0.083,0.0856
Beck,Loser,1994-04-30,0.0337,0.654,235000,0.611,0.000178,0.405,0.119
Bee Gees,How Deep Is Your Love,1978-03-04,0.076,0.594,241093,0.5,9.86e-05,0.184,0.0255
Bee Gees,I Started A Joke,1969-02-08,0.156,0.31,188307,0.464,8.94e-06,0.132,0.0275
Bee Gees,I've Gotta Get A Message To You,1968-10-26,0.037,0.442,177440,0.596,4.46e-06,0.172,0.0281
Bee Gees,Islands In The Stream - Live At The MGM Grand/1997,1989-09-30,0.0965,0.751,226467,0.746,3.13e-06,0.996,0.029
Bee Gees,Jive Talkin',1975-09-06,0.155,0.811,222267,0.545,0.0853,0.156,0.0579
Bee Gees,Lonely Days,1971-02-20,0.662,0.334,225667,0.24,8.35e-05,0.634,0.0327
Bee Gees,Love So Right,1976-12-11,0.345,0.575,215493,0.405,5.91e-05,0.645,0.0279
Bee Gees,Love You Inside Out,1979-06-16,0.354,0.706,251333,0.516,4.19e-06,0.205,0.0474
Bee Gees,"Night Fever - From ""Saturday Night Fever"" Soundtrack",1978-05-20,0.0178,0.726,212800,0.779,0.00178,0.104,0.0251
Bee Gees,Nights On Broadway,1975-12-20,0.235,0.573,271373,0.641,0.00414,0.859,0.0443
Bee Gees,Stayin Alive,1978-04-15,0.0288,0.702,285373,0.773,0.00871,0.147,0.0343
Bee Gees,Too Much Heaven,1979-02-10,0.44,0.495,296000,0.439,8.88e-05,0.725,0.0467
Bee Gees,Tragedy,1979-04-21,0.0889,0.665,303333,0.532,0.0109,0.296,0.0277
Bee Gees,You Should Be Dancing,1976-09-18,0.0182,0.681,256493,0.716,0.17,0.337,0.0333
Belinda Carlisle,Circle In The Sand,1988-06-18,0.0471,0.611,223560,0.839,0.0,0.214,0.0439
Belinda Carlisle,"Heaven Is A Place On Earth - Promo 7"" Edit",1987-12-19,0.0171,0.605,233667,0.902,1.31e-06,0.124,0.0385
Belinda Carlisle,I Get Weak,1988-03-26,0.121,0.581,292427,0.797,1.55e-06,0.0844,0.0278
Belinda Carlisle,Mad About You,1986-08-30,0.0134,0.426,216560,0.578,9.08e-05,0.072,0.0379
Bell Biv DeVoe,Do Me!,1990-10-06,0.134,0.716,272440,0.772,2.15e-06,0.35,0.037
Bell Biv DeVoe,Poison,1990-07-14,0.00195,0.84,261853,0.56,0.00417,0.633,0.21
Ben E. King,Spanish Harlem,1961-03-13,0.32,0.608,174293,0.594,4.75e-05,0.129,0.0435
Ben E. King,Stand by Me,1987-01-03,0.57,0.65,180056,0.306,7.07e-06,0.0707,0.0393
Ben E. King,"Supernatural Thing, Pt. 1",1975-04-26,0.201,0.724,251560,0.579,0.00856,0.0724,0.0575
Berlin,"Take My Breath Away - Love Theme from ""Top Gun""",1986-09-27,0.0613,0.497,255733,0.719,0.0,0.411,0.0266
Bert Kaempfert,Wonderland By Night (Wunderland bei Nacht),1961-02-13,0.905,0.368,193107,0.27,0.863,0.234,0.0272
Bertie Higgins,Key Largo,1982-04-24,0.443,0.503,198947,0.659,0.0,0.153,0.0356
Bette Midler,Boogie Woogie Bugle Boy,1973-07-28,0.659,0.658,137173,0.647,0.0,0.174,0.137
Bette Midler,From a Distance,1991-01-19,0.674,0.536,276346,0.242,0.0,0.331,0.0277
Bette Midler,The Rose,1980-07-26,0.901,0.347,221373,0.228,0.0,0.38,0.0296
Bette Midler,Wind Beneath My Wings,1989-06-24,0.551,0.51,293853,0.458,0.0,0.0853,0.0289
Betty Everett,The Shoop Shoop Song (It's In His Kiss),1964-04-18,0.737,0.652,136117,0.456,0.0,0.235,0.0569
"Betty Everett, Jerry Butler",Let It Be Me - Live in Pittsburg,1964-11-14,0.561,0.281,218640,0.423,0.00274,0.968,0.0406
Betty Wright,Clean up Woman,1972-01-29,0.566,0.865,169533,0.652,0.000919,0.0833,0.143
Betty Wright & Peter Brown,Dance with Me,1978-07-15,0.156,0.943,223440,0.684,0.00359,0.081,0.126
Beverly Hills 90210,Saving Forever For You (Beverly Hills 90210),1993-02-27,0.00107,0.564,254893,0.197,0.018,0.0761,0.0292
Beyoncé,Formation,2016-05-14,0.00532,0.896,206080,0.621,0.0,0.196,0.237
Beyoncé,Halo,2009-06-27,0.272,0.508,261640,0.72,0.0,0.0563,0.0628
Beyoncé,If I Were a Boy,2009-01-10,0.107,0.632,249147,0.518,0.0,0.354,0.0313
Beyoncé,Irreplaceable,2007-03-03,0.0293,0.447,227853,0.694,5.46e-06,0.167,0.382
Beyoncé,Naughty Girl,2004-06-26,0.237,0.588,208573,0.461,1.54e-05,0.0913,0.161
Beyoncé,Single Ladies (Put a Ring on It),2009-02-28,0.0383,0.426,193213,0.584,0.0,0.188,0.296
Beyoncé,Sweet Dreams,2009-11-21,0.0895,0.694,208067,0.825,1.86e-05,0.0618,0.111
"Beyoncé, Bun B, Slim Thug",Check On It (feat. Bun B & Slim Thug),2006-04-01,0.0708,0.705,210453,0.796,0.0,0.388,0.267
"Beyoncé, JAY-Z",Crazy In Love (feat. Jay-Z),2003-09-27,0.00249,0.646,236133,0.77,0.0,0.0715,0.226
"Beyoncé, JAY-Z",Deja Vu (feat. Jay-Z),2006-08-19,0.0071,0.644,240280,0.746,1.22e-05,0.0743,0.341
"Beyoncé, JAY-Z",Drunk in Love (feat. Jay-Z),2014-04-05,0.00972,0.583,323480,0.621,0.00106,0.181,0.0479
"Beyoncé, Sean Paul",Baby Boy (feat. Sean Paul),2003-12-13,0.0825,0.655,244827,0.488,1.16e-06,0.221,0.22
"Beyoncé, Shakira",Beautiful Liar,2007-04-28,0.00554,0.764,199853,0.751,0.000237,0.164,0.0703
"Big Mountain, Tom Lord-Alge","Baby, I Love Your Way",1994-07-02,0.0528,0.651,249520,0.747,0.0,0.207,0.0699
Big Sean,Bounce Back,2017-03-25,0.106,0.78,222360,0.575,0.0,0.129,0.139
"Big Sean, Nicki Minaj",Dance (A$$) Remix,2012-01-07,0.0276,0.787,220293,0.73,0.00157,0.0828,0.35
Bill Anderson,Still - Single Version,1963-06-22,0.678,0.561,166973,0.142,0.00631,0.226,0.0433
Bill Black's Combo,White Silver Sands,1960-04-25,0.558,0.895,154427,0.608,0.14,0.0659,0.0391
Bill Conti,"Gonna Fly Now - Theme From ""Rocky"" / Remastered 2006",1977-07-09,0.499,0.438,168027,0.812,0.768,0.0444,0.0377
Bill Parsons,The All American Boy,1959-03-02,0.721,0.488,182267,0.778,0.0,0.338,0.0733
Bill Pursell,Our Winter Love - Single Version,1963-03-30,0.768,0.452,142693,0.101,0.933,0.122,0.0295
Bill Withers,Ain't No Sunshine,1971-10-09,0.457,0.527,125093,0.415,1.72e-05,0.117,0.122
Bill Withers,Lean on Me,1972-07-29,0.782,0.619,258835,0.22,1.19e-05,0.124,0.0672
Bill Withers,Use Me,1972-10-28,0.033,0.758,228327,0.586,0.0028,0.0743,0.056
Billie Eilish,Therefore I Am,2020-11-28,0.218,0.889,174321,0.34,0.13,0.055,0.0697
Billie Eilish,Your Power,2021-05-15,0.932,0.632,245897,0.284,0.000476,0.233,0.0801
Billie Eilish,bad guy,2019-11-09,0.328,0.701,194088,0.425,0.13,0.1,0.375
Billie Eilish,everything i wanted,2020-04-25,0.902,0.704,245426,0.225,0.657,0.106,0.0994
Billie Eilish,my future,2020-08-15,0.795,0.444,208155,0.309,0.132,0.352,0.062
Bills Lamp,Bill's Dance,1999-09-11,0.881,0.741,133938,0.693,0.835,0.107,0.0857
Billy Bland,Let the Little Girl Dance,1960-05-23,0.433,0.594,143333,0.514,0.0,0.365,0.0608
Billy Grammer,Gotta Travel On,1959-02-16,0.822,0.568,150493,0.512,1.14e-05,0.0941,0.0764
Billy Idol,Cradle Of Love,1990-08-18,0.0163,0.612,281467,0.942,3.9e-06,0.0909,0.0399
Billy Idol,Eyes Without A Face,1984-07-28,0.0177,0.391,299240,0.815,0.00226,0.276,0.0518
Billy Idol,Mony Mony - Downtown Mix / 24-Bit Digitally Remastered 2001,1987-11-28,0.00935,0.742,301800,0.743,0.0,0.22,0.0508
Billy Idol,To Be A Lover,1986-12-20,0.234,0.562,232387,0.767,0.00817,0.0828,0.0474
Billy J. Kramer & The Dakotas,Bad to Me - Live,1964-07-04,0.559,0.679,143766,0.49,0.0,0.0901,0.0604
Billy Joe Royal,Down in the Boondocks,1965-08-28,0.492,0.675,153147,0.588,9.45e-06,0.0953,0.0457
"Billy Joe, The Checkmates",Percolator,1962-03-17,0.584,0.721,133333,0.547,0.0156,0.0716,0.113
Billy Joel,A Matter of Trust,1986-10-18,0.0589,0.738,248747,0.662,4.54e-05,0.306,0.0268
Billy Joel,An Innocent Man,1984-02-25,0.0466,0.509,318000,0.382,0.0,0.112,0.0351
Billy Joel,I Go to Extremes,1990-03-24,0.0143,0.592,263200,0.918,1.25e-05,0.287,0.036
Billy Joel,It's Still Rock and Roll to Me,1980-08-23,0.0994,0.752,176440,0.684,0.0,0.0897,0.15
Billy Joel,Just the Way You Are,1978-03-18,0.703,0.589,290573,0.453,2.54e-05,0.134,0.0397
Billy Joel,Modern Woman,1986-07-26,0.222,0.789,229693,0.813,2.83e-06,0.191,0.0451
Billy Joel,My Life,1979-02-03,0.108,0.741,284000,0.647,0.00139,0.0555,0.0427
Billy Joel,Tell Her About It,1983-10-15,0.00777,0.565,229200,0.894,0.0,0.49,0.175
Billy Joel,The Entertainer,1974-06-22,0.105,0.611,221040,0.912,0.0,0.117,0.0398
Billy Joel,The River of Dreams,1993-11-06,0.205,0.631,247627,0.749,5.21e-06,0.0667,0.0576
Billy Joel,Uptown Girl,1983-12-31,0.0755,0.701,197707,0.944,0.0,0.601,0.0455
Billy Joel,We Didn't Start the Fire,1990-01-06,0.0771,0.712,287733,0.967,0.0,0.356,0.047
Billy Joel,You May Be Right,1980-05-17,0.175,0.567,253200,0.945,2.6e-06,0.35,0.0458
Billy Joel,You're Only Human (Second Wind),1985-09-07,0.0356,0.759,288440,0.795,1.12e-05,0.0678,0.062
Billy Ocean,Caribbean Queen (No More Love On the Run),1984-11-24,0.166,0.79,244427,0.649,8.87e-05,0.092,0.0265
Billy Ocean,"Get Outta My Dreams, Get Into My Car",1988-04-30,0.0874,0.666,284373,0.91,8.41e-06,0.336,0.0399
Billy Ocean,Love Zone,1986-09-27,0.193,0.726,253200,0.829,5.33e-05,0.101,0.0655
Billy Ocean,Suddenly,1985-06-15,0.733,0.496,234707,0.338,0.0,0.115,0.0316
Billy Ocean,There'll Be Sad Songs (To Make You Cry),1986-07-19,0.748,0.563,292680,0.458,0.0,0.103,0.0305
Billy Paul,Me and Mrs. Jones,1973-01-27,0.234,0.294,284907,0.528,0.0,0.147,0.0471
Billy Preston,Nothing From Nothing,1974-10-19,0.613,0.808,156200,0.83,0.0112,0.198,0.0283
Billy Preston,Outa-Space,1972-07-15,0.14,0.715,250867,0.827,0.176,0.243,0.0369
Billy Preston,Space Race,1973-12-08,0.0561,0.629,208693,0.821,0.603,0.0489,0.0518
Billy Preston,Will It Go Round In Circles,1973-08-04,0.484,0.688,267000,0.954,0.000688,0.259,0.0323
"Billy Preston, Syreeta",With You I'm Born Again,1980-05-17,0.866,0.348,220600,0.313,0.000257,0.13,0.0324
Billy Ray Cyrus,Achy Breaky Heart,1992-08-22,0.051,0.8,203373,0.563,0.0,0.0797,0.0303
Billy Stewart,Summertime,1966-09-03,0.658,0.67,254867,0.787,0.000217,0.13,0.0446
Billy Swan,I Can Help,1974-12-21,0.511,0.471,238333,0.675,0.019,0.232,0.0513
Billy Vera & The Beaters,At This Moment,1987-02-14,0.64,0.32,260747,0.265,1.81e-06,0.985,0.0332
Biz Markie,Just a Friend,1990-03-17,0.12,0.862,238267,0.663,0.0,0.318,0.21
Black Box,Everybody Everybody,1990-10-27,0.00363,0.712,247002,0.785,6.95e-06,0.0878,0.0386
Black Box,Strike It Up,1991-06-29,0.0116,0.875,298691,0.862,0.000281,0.0658,0.062
Blackstreet,Before I Let You Go,1995-02-11,0.325,0.67,299800,0.468,0.0,0.0516,0.0328
"Blackstreet, Dr. Dre, Queen Pen",No Diggity,1997-02-15,0.303,0.867,304600,0.646,0.0,0.279,0.288
"Blake Shelton, Gwen Sebastian",My Eyes (feat. Gwen Sebastian),1961-09-25,0.475,0.453,190213,0.587,0.0,0.109,0.0406
Blaque,808,1999-06-19,0.00328,0.867,306693,0.42,3.18e-06,0.0887,0.167
"Blaque, *NSYNC",Bring It All to Me (feat. *NSYNC),2000-02-19,0.000479,0.695,218187,0.579,0.0,0.0556,0.0325
"Blessid Union Of Souls, David Kershenbaum",I Believe,1995-06-17,0.653,0.491,267493,0.458,0.0,0.164,0.027
"BlocBoy JB, Drake",Look Alive (feat. Drake),2018-05-26,0.00108,0.918,181415,0.58,6.12e-05,0.106,0.322
Blondie,Call Me,1980-06-14,0.000646,0.554,212227,0.833,0.0025,0.0737,0.0347
Blondie,Heart Of Glass,1979-05-19,0.0539,0.77,229423,0.654,0.00047,0.0819,0.0361
Blondie,Rapture,1981-05-02,0.113,0.724,299373,0.704,0.00425,0.466,0.0511
Blondie,The Tide Is High - Edit,1981-02-28,0.0514,0.778,233893,0.667,0.0312,0.092,0.0258
"Blood, Sweat & Tears",And When I Die,1969-12-20,0.332,0.628,244973,0.439,1.35e-05,0.0555,0.134
"Blood, Sweat & Tears",Spinning Wheel,1969-08-02,0.315,0.695,247267,0.503,2.47e-05,0.261,0.0605
"Blood, Sweat & Tears",You've Made Me So Very Happy,1969-05-10,0.253,0.414,258733,0.501,0.0,0.353,0.0443
Bloodstone,Natural High - Single Version,1973-07-21,0.729,0.332,249093,0.371,0.00021,0.176,0.0396
Blu Cantrell,Hit 'Em Up Style (Oops!),2001-10-27,0.201,0.667,250707,0.773,0.0,0.404,0.0586
Blue Magic,Sideshow,1974-08-17,0.837,0.586,251520,0.337,0.0,0.628,0.0347
"Blue Swede, Björn Skifs",Hooked On A Feeling,1974-05-04,0.261,0.547,172867,0.82,0.0,0.3,0.0805
"Blue Swede, Björn Skifs",Never My Love,1974-10-19,0.0105,0.492,149013,0.806,5.16e-05,0.239,0.0311
BlueBucksClan,Can’t Believe It,2008-11-01,0.0364,0.844,156216,0.675,0.0,0.0867,0.234
Blueface,Thotiana,2019-04-06,0.18,0.906,129264,0.382,0.0,0.113,0.269
Blues Image,Ride Captain Ride,1970-07-25,0.136,0.547,225560,0.655,0.00737,0.116,0.0414
Blues Traveler,Run-Around,1995-09-09,0.0865,0.629,279800,0.867,0.0,0.126,0.0603
Bo Bice,Inside Your Heaven,2005-07-16,0.347,0.513,252760,0.606,1.33e-06,0.0879,0.0274
Bo Donaldson & The Heywoods,"Billy, Don't Be A Hero",1974-07-13,0.0227,0.701,205867,0.69,0.0,0.173,0.0398
Bob B. Soxx & The Blue Jeans,Zip-A-Dee-Doo-Dah,1963-01-12,0.445,0.783,170907,0.586,0.000242,0.229,0.0257
Bob Dylan,"Don't Think Twice, It's All Right",1963-10-26,0.89,0.6,217400,0.243,0.0022,0.249,0.0366
Bob Dylan,"Lay, Lady, Lay",1969-09-13,0.356,0.52,197093,0.179,0.00344,0.131,0.0454
Bob Dylan,Like a Rolling Stone,1965-09-25,0.731,0.482,369600,0.721,0.0,0.189,0.0321
Bob Dylan,Positively 4th Street - Single Version,1965-11-06,0.817,0.556,247867,0.463,0.0,0.116,0.0268
Bob Dylan,Rainy Day Women #12 & 35,1966-06-04,0.458,0.556,274067,0.592,0.0,0.0637,0.0337
Bob Lind,Elusive Butterfly,1966-03-26,0.099,0.577,168533,0.621,0.0,0.0945,0.0262
